,SongName,ArtistName,id,cluster
3252,Enchanted (Taylor's Version),Taylor Swift,3sW3oSbzsfecv9XoUdGs7h,3
3253,Where Did You Go? (feat. MNEK),"Jax Jones, MNEK",3sa06xVNmLLYIxdNNmVQN8,0
3254,sentaDONA (Remix) s2,"Davi Kneip, Mc Frog, Dj Gabriel do Borel, Luísa Sonza",3sd2p4kE7xQmFH3lPnFl6h,2
3255,Mad Love,"Sean Paul, David Guetta, Becky G",3soOPBuMK8YMdWnV7xpEyf,0
3256,Enchanted,Taylor Swift,3sqrvkNC6IPTIXvvbx9Arw,3
3257,Psycho (feat. Ty Dolla $ign),"Post Malone, Ty Dolla $ign",3swc6WTsr7rl9DqQKQA55C,1
3258,Elevate,Drake,3szf2z1Cy1QMrtHrbn8rz9,0
3259,Overdrive,Post Malone,3t0ic4mkhvhamrKDkulB8v,2
3260,High,The Chainsmokers,3t4KHjd8uQpJJ2fa0fRIpR,0
3261,GPS (feat. French Montana),"Maluma, French Montana",3t6j6WNv2OSn6qm5Vxynub,0
3262,The Motion,Drake,3t8pnImpBpOwxdtYBpKvA9,1
3263,Dream On,Aerosmith,3tAQNhm1o0kzldsI5QkrB1,1
3264,emo girl (feat. WILLOW),"mgk, WILLOW",3tBZ60j1jQ7NJm8IjelyQe,2
3265,Commercial (feat. Lil Uzi Vert),"Lil Baby, Lil Uzi Vert",3tDqEKKUs6gf8zMvSuLyLA,0
3266,Sweet but Psycho,Ava Max,3tNE4i6TBqMdyTZxHDAn9B,0
3267,HONEY (ARE U COMING?),Måneskin,3tNMdL4qjzNHfo7rlVMESK,2
3268,Silent Hill,"Kendrick Lamar, Kodak Black",3tYTyAt1q6BFBiGyYVOLhi,1
3269,Topanga,Trippie Redd,3tcnWNjEXyXCbFR9zonrX2,0
3270,For Real,Lil Uzi Vert,3tcoEYOZUHKB3RKNByIN13,0
3271,Un Finde | CROSSOVER #2,"Big One, FMK, Ke Personajes",3tiJUOfAEqIrLFRQgGgdoY,2
3272,Mood (feat. iann dior),"24kGoldn, iann dior",3tjFYV6RSFtuktYl3ZtYcq,2
3273,Capital Letters,"Hailee Steinfeld, BloodPop®",3towKHKVOXCCcL1fHv6xFO,0
3274,La Bachata,Manuel Turizo,3tt9i3Hhzq84dPS8H7iSiJ,2
3275,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,3tv697PZNnaQN0Mn2zGhS5,1
3276,Rise,"Jonas Blue, Jack & Jack",3u1S1OmAUhx5DRlLrXqyp3,0
3277,ROMEO & JULIET,"Loredana, Mozzik",3uB8KqnEoQq5bTQ1JFHJ7Y,0
3278,Hot Shit (feat. Ye & Lil Durk),"Cardi B, Kanye West, Lil Durk",3uJFmluXzYedoJcvhpC1AW,0
3279,Big For Your Boots,Stormzy,3uMB82o0qa7erhiZBW9KQC,1
3280,Overdrive,Post Malone,3uMO7jmdXxwSijvxNXDgE4,2
3281,Where Are You Now,"Lost Frequencies, Calum Scott",3uUuGVFu1V7jTQL60S1r8z,2
3282,Real Shit (with benny blanco),"Juice WRLD, benny blanco",3uVPLtkmDu8pDkYEAVqbgS,0
3283,Lift Yourself,Kanye West,3uYDO9dPLTVrgfwg7EYXSf,2
3284,closure,Taylor Swift,3uayvzcbqFydIbgUeC6EJh,0
3285,Mean It,"Lauv, LANY",3uc8AGNL0KbvISIrjnfRvN,1
3286,All of Me,John Legend,3uhBIQ7tv8j1FME8cFGEfG,1
3287,Doch in der Nacht,Apache 207,3uhTOxvu2h2YEm0uPNF2vi,0
3288,Layla,"DJ Robin, Schürze",3ujiq7yK4Uan5z4876fHLK,0
3289,El Amante,Nicky Jam,3umS4y3uQDkqekNjVpiRUs,0
3290,Cool for the Summer,Demi Lovato,3uwnnTQcHM1rDqSfA4gQNz,0
3291,Malibu (feat. Polo G),"Migos, Polo G",3v1zVVdzNVNt7vmI9VG2gq,1
3292,How You Like That,BLACKPINK,3vAn0qZzdyuHamcrpkfiX3,0
3293,Every Angel is Terrifying,The Weeknd,3vJcz8exedHCjQ9ed95NqU,2
3294,APA,"Mora, Quevedo",3vKYvbzB7801a5qd47pxkm,0
3295,Santé,Stromae,3vXnuFnC5RhPGwsFi0ORcI,0
3296,I Know - PR1SVX Edit,"Kanii, PR1ISVX",3vcLw8QA3yCOkrj9oLSZNs,2
3297,Light My Body Up (feat. Nicki Minaj & Lil Wayne),"David Guetta, Lil Wayne, Nicki Minaj",3vgNmjuRDnGLxUFGCLkwpm,1
3298,My Love Mine All Mine,Mitski,3vkCueOmm7xQDoJ17W1Pm3,2
3299,Freaky Deaky,"Tyga, Doja Cat",3vySEUpD0tc801F2WZDLYw,0
3300,CARNIVAL,"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",3w0w2T288dec0mgeZZqoNN,1
3301,Tyler Herro,Jack Harlow,3w1WjD2zJqjBjDz5fwqQPJ,2
3302,dorothea,Taylor Swift,3w9VRlKPvNxj40RdUGRweH,1
3303,Go Legend (& Metro Boomin),"Big Sean, Metro Boomin, Travis Scott",3wAI7MIQtTgwcRmwchPZBc,1
3304,fake smile,Ariana Grande,3wFLWP0FcIqHK1wb1CPthQ,0
3305,Rose Colored Lenses,Miley Cyrus,3wH4eUkJ1rL5xTU8PZZyOy,1
3306,Uproar,"Lil Wayne, Swizz Beatz",3wScL5W8H40zzCKN0atfBk,0
3307,Ignorantes,"Bad Bunny, Sech",3wYRLYuO1M88d8woWUIxct,0
3308,Havana - Remix,"Camila Cabello, Daddy Yankee",3whrwq4DtvucphBPUogRuJ,0
3309,BIPOLAR,"Peso Pluma, Jasiel Nuñez, Junior H",3wlIAXSDtlD9iU8ysld06Z,1
3310,Let Me Know (I Wonder Why Freestyle),Juice WRLD,3wwo0bJvDSorOpNfzEkfXx,0
3311,Rush,Troye Sivan,3xIMkM5LgbVDkpO74O3Np3,2
3312,Pink + White,Frank Ocean,3xKsf9qdS1CyvXSMEid6g8,0
3313,Chaleya,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",3xMHXmedL5Rvfxmiar9Ryv,0
3314,Hrs & Hrs,Muni Long,3xRH6FPVtheDyNla3T1FE7,0
3315,Déjate Llevar,"Juan Magán, Belinda, Manuel Turizo, Snova, B-Case",3xWEI23MLJrD0dpDcDUTW6,1
3316,Shivers,Ed Sheeran,3xWGA8pa0IKFI7IMPri4P0,0
3317,One More Light,Linkin Park,3xXBsjrbG1xQIm1xv1cKOt,1
3318,Hits Different,Taylor Swift,3xYJScVfxByb61dYHTwiby,1
3319,Sanctuary,Joji,3xaugmCyXrVkrDTXbFkMW3,0
3320,Bella,Wolfine,3xcCix7Jv1Rp90YVmgo35D,0
3321,Dancing With A Stranger (with Normani),"Sam Smith, Normani",3xgT3xIlFGqZjYW9QlhJWp,2
3322,Súbelo,"Anuel AA, Myke Towers, Jhayco",3xv8JksRyqHa1lwkM9xvJf,1
3323,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")","Kygo, Rita Ora",3y3brCCecHC3Db18aIOnny,0
3324,"Satranga (From ""ANIMAL"")","Arijit Singh, Shreyas Puranik, Siddharth - Garima",3yHyiUDJdz02FZ6jfUbsmY,1
3325,22 (Taylor's Version),Taylor Swift,3yII7UwgLF6K5zW3xad3MP,1
3326,Fingers Crossed,Lauren Spencer Smith,3yMC1KsTwh0ceXdIe4QQAQ,0
3327,Ours (Taylor’s Version),Taylor Swift,3yNJkriPzWjkkDAWHIAVUq,1
3328,bad guy (with Justin Bieber),"Billie Eilish, Justin Bieber",3yNZ5r3LKfdmjoS3gkhUCT,0
3329,My Oh My (feat. DaBaby),"Camila Cabello, DaBaby",3yOlyBJuViE2YSGn3nVE1K,2
3330,0X1=LOVESONG (I Know I Love You) feat. Seori,"TOMORROW X TOGETHER, Seori",3yTkoTuiKRGL2VAlQd7xsC,0
3331,Emotions 2.0,"Ufo361, CÉLINE",3yZCjDTxzZxx1kll1sRjGc,2
3332,Over The Top (feat. Drake),"Smiley, Drake",3yaYgjEFkRw3PVjW9mV1TO,2
3333,Choker,Twenty One Pilots,3ydI3CesHBnaY01Qff9jOr,1
3334,The Real Slim Shady,Eminem,3yfqSUWxFvZELEM4PmlwIR,1
3335,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,3z6XUommYDWPHeFhmhhT6j,1
3336,Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, Yoko Ono",3zJw3rugfpVrmBeDDnUYzy,0
3337,Hey Brother,Avicii,3zKST4nk4QJE77oLjUZ0Ng,1
3338,Tu hai kahan,AUR,3zSSCPpLZ5Oc8nelhhGjKz,1
3339,Happy Xmas (War Is Over),Céline Dion,3zZqro4MGeFOR40HxFEPlv,1
3340,Palace,Sam Smith,3zesxb7sOGbeSwUrzLUP0f,0
3341,LET GO,Central Cee,3zkyus0njMCL6phZmNNEeN,0
3342,Perfect Symphony (Ed Sheeran & Andrea Bocelli),"Ed Sheeran, Andrea Bocelli",3zl7j5ua8mF4JDYuxrfo01,1
3343,Reggaetón Lento (Remix),"CNCO, Little Mix",3zoYkqS4y2BsGVShPL2nTE,0
3344,Doja,"$NOT, A$AP Rocky",3zpGLSQ8QbbUnNjweWPLMD,2
3345,Better Believe,"Belly, The Weeknd, Young Thug",3zs87EV3EZSh2UpiXxT52Y,0
3346,Miss You,Louis Tomlinson,3zxrecYFao03IrrcyFiaMU,0
3347,Purple Hearts,"Kendrick Lamar, Summer Walker, Ghostface Killah",401160izncPtca3CmX3dvM,3
3348,Who Told You (feat. Drake),"J Hus, Drake",40EXFgNMOIQRQOwJZ8mJkC,0
3349,New Light,John Mayer,40FLJc17FMZaPmCQEEZgB0,0
3350,March 14,Drake,40IiSjljbAhrSbdJ3HxSfH,3
3351,Ex Bitch,XXXTENTACION,40KuvsFD0zpUFuCcmt5Xm0,2
3352,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),"Martin Garrix, Macklemore, Fall Out Boy",40OMBMYRk5IQL6xCzGM0JA,2
3353,Afraid To Feel,LF SYSTEM,40SBS57su9xLiE1WqkXOVr,0
3354,idontwannabeyouanymore,Billie Eilish,40T5GIqQ1CegGm2PTEl8Bu,0
3355,Repeat After Me (Interlude),The Weeknd,40U8d12pC5UHqmHwXjHjjl,0
3356,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),"Vice, Jasmine Thompson, Skizzy Mars",40UroIGvsMPLPBYwH8rMNA,0
3357,Never Love Again,Eminem,40YbWniIEmqy6s58fYXLUh,0
3358,"Me, Myself & I","G-Eazy, Bebe Rexha",40YcuQysJ0KlGQTeGUosTC,1
3359,Fair Trade (with Travis Scott),"Drake, Travis Scott",40iJIUlhi6renaREYGeIDS,1
3360,GATTI,"JACKBOYS, Pop Smoke, Travis Scott",40mjsnRjCpycdUw3xhS20g,0
3361,Cry for Me,Camila Cabello,40nPimvmG05WYS7983bawZ,0
3362,Roll in Peace (feat. XXXTENTACION),"Kodak Black, XXXTENTACION",40oKW22ZNNkEdZLJTScaQI,0
3363,Habitual,Justin Bieber,40qyPyljksBEqlNw5sW37T,2
3364,Fantasía,Ozuna,40rXWke6SnXiGkSmaT8ZUr,0
3365,Motley Crew,Post Malone,40uMIn2zJLAQhNXghRjBed,0
3366,Me Arrepentí,"Ak4:20, Pailita, Cris Mj",40w8JmvwYUP2HUiXPxjy99,1
3367,Middle of the Ocean,Drake,410TZrK18uRjtsTunG14cl,3
3368,SORRY NOT SORRY,"Tyler, The Creator",410ZZP746AQeiywhKvXWCo,0
3369,Calypso,"Luis Fonsi, Stefflon Don",4178A5NkEjcsGc64jpBO6d,0
3370,Lost Cause,Billie Eilish,4191RXFPa7Ge9XkA4cWlna,0
3371,Alice,Lady Gaga,41A89rj3GoMG6ktN37L7PG,0
3372,Agua de Jamaica,Maluma,41BzKiCrKpUQHS3TP0jmdr,0
3373,People Pt.2 (feat. IU),"Agust D, IU",41JPN7pZMTp1sumBOHOzHd,0
3374,Yummy,Justin Bieber,41L3O37CECZt3N7ziG2z7l,0
3375,Empty,Juice WRLD,41MCdlvXOl62B7Kv86Bb1v,1
3376,Used To Be Young,Miley Cyrus,41WQUSINanQHfhfKpFDsms,0
3377,Endless Fashion (feat. Nicki Minaj),"Lil Uzi Vert, Nicki Minaj",41bmnQZoDMQdDh5zyomtW7,0
3378,Tarot,"Bad Bunny, Jhayco",41oY4WCTj5kccfesTVFnvN,1
3379,Keine Liebe,"RIN, Bausa",41wZE5FpxbPaZqXtlmBhPG,0
3380,Si Veo a Tu Mamá,Bad Bunny,41wtwzCZkXwpnakmwJ239F,2
3381,PUNANI,6ix9ine,41xKiK40e7MFu1bqcGSz1d,2
3382,idontwannabeyouanymore,Billie Eilish,41zXlQxzTi6cGAjpOXyLYH,0
3383,Into the Unknown - Panic! At The Disco Version,Panic! At The Disco,421eObjg0DTm2qajJl5OJm,0
3384,Candy Paint,Post Malone,42CeaId2XNlxugDvyqHfDf,1
3385,Remember I Told You,"Nick Jonas, Anne-Marie, Mike Posner",42NpUvd0I2kdIuMXX4nobE,0
3386,My Dawg,"21 Savage, Metro Boomin",42Tohunwlh34o0mgxYx5iq,0
3387,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",42VsgItocQwOQC3XWZ8JNA,0
3388,Cigarettes,Juice WRLD,42Xba467wgGvYrR2EE6s0i,1
3389,Jail,Kanye West,42ZrMq4BKsWDrrbMnMRYaK,3
3390,YaMeFui,"Bizarrap, Duki, Nicki Nicole",42ahuAFlYGjIGBpVdHcLij,0
3391,SUPEREROI,Mr.Rain,42koUxIEdY4kVqcLRjp6uE,0
3392,Somebody’s Problem,Morgan Wallen,42lqBjPYlmL1EXpMDXvhSN,2
3393,7am On Bridle Path,Drake,42m3eP1JJhtzffal9B136J,1
3394,D.R.E.A.M. (feat. Ghostface Killah),"Miley Cyrus, Ghostface Killah",42zePe03Iq8tvFcJAIKkp8,2
3395,High Infidelity,Taylor Swift,4356PL6jkERzJouVfQQkZo,1
3396,DJ Got Us Fallin' In Love (feat. Pitbull),"USHER, Pitbull",4356Typ82hUiFAynbLYbPn,1
3397,EL AMOR DE SU VIDA,"Grupo Frontera, Grupo Firme",435g6uM0Atz3MyYwafHEss,2
3398,Bad Boy (with Young Thug),"Juice WRLD, Young Thug",43CIWpJaJHRcI4mUSjqgc2,2
3399,Girl,Myke Towers,43NqTeL8pgBxKHPMiJKUP5,0
3400,RAPSTAR,Polo G,43PGPuHIlVOc04jrZVh9L6,2
3401,RAP DEVIL,mgk,43TP6JCWXgkc2D7Xjz5hBr,1
3402,Body,"Loud Luxury, Brando",43V1z6QToNNWNldV4FEG6r,2
3403,Gucci Gang,Lil Pump,43ZyHQITOjhciSUUNPVRHc,2
3404,The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya, The Greatest Showman Ensemble",43ay9lQZ5rfNcOOHhRF2cM,3
3405,Playinwitme (feat. Kehlani),"KYLE, Kehlani",43cFjTTCD9Cni4aSL0sORz,0
3406,Higher We Go - Intro,Migos,43dOwOq0mB4i6j4SpcSkqC,1
3407,Chico,Luísa Sonza,43eRVwfXFkY3kXN4K47gNT,0
3408,From The Start,Laufey,43iIQbw5hx986dUEZbr3eN,2
3409,10 Freaky Girls (with 21 Savage),"Metro Boomin, 21 Savage",43lYaovU2FoeuBMNusVVVW,0
3410,Fiel - Remix,"Wisin, Jhayco, Anuel AA, Los Legendarios, Myke Towers",43qcs9NpJhDxtG91zxFkj7,3
3411,I Forgot That You Existed,Taylor Swift,43rA71bccXFGD4C8GOpIlN,2
3412,Right Now,"Nick Jonas, Robin Schulz",43wzy7JxMEfvCh8ZFeZKYk,0
3413,I Wish You Would (Taylor's Version),Taylor Swift,43y1WpBdnEy5TR9aZoSQL9,0
3414,when the party's over,Billie Eilish,43zdsphuZLzwA9k4DJhU0I,0
3415,Something Real,Post Malone,444vevlQjTnKioLLncteGv,0
3416,Better Not (with Wafia),"Louis The Child, Wafia",447yWcDPg1ddgcHBLGpJC0,1
3417,Slide Away,Miley Cyrus,44ADyYoY5liaRa3EOAl4uf,1
3418,Wir sind Kral,"Ufo361, Ezhel",44Fc0oSgRn1MFwu18TcY8S,2
3419,Lisa,Young Miko,44FzVABpR2cciquTqADA0D,2
3420,Esskeetit,Lil Pump,44KKhCyI0BGS6LvVyDqJtH,0
3421,Robbery,Juice WRLD,44ShclXTOOnYtt5CnCDeGV,1
3422,Visiting Hours,Ed Sheeran,44V6EzbUSYgyfsNiP0FrlA,0
3423,We are Bulletproof : the Eternal,BTS,44WLOqH7QayQOQdeUHeKUK,1
3424,Andrea,"Bad Bunny, Buscabulla",44XjoNvtwevktFKjvVe1vH,3
3425,Vossi Bop,Stormzy,44ZJ4hLD5onikKsVLQaILr,0
3426,The Bigger Picture,Lil Baby,44gRhRi2OhEf7moAUj6MD1,1
3427,It's Beginning To Look Like Christmas,Bing Crosby,44mYhOVgerj2qPjkGDVA6n,2
3428,Water,"Kanye West, Ant Clemons",454Epa1vrCGFddHXKyC1kb,2
3429,Dog Days Are Over,Florence + The Machine,456WNXWhDwYOSf5SpTuqxd,1
3430,Love Lies (with Normani),"Khalid, Normani",45Egmo7icyopuzJN0oMEdk,0
3431,Golden,Harry Styles,45S5WTQEGOB1VHr1Q4FuPl,0
3432,I Don't Belong In This Club,"Why Don't We, Macklemore",45ZGEdLxCZvdMX9jWlsAAx,1
3433,you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,2
3434,Broke Boys,"Drake, 21 Savage",45pUWUeEWGoSdH6UF162G8,1
3435,Blank Space (Taylor's Version),Taylor Swift,45wMBGri1PORPjM9PwFfrS,1
3436,Levitating (feat. DaBaby),"Dua Lipa, DaBaby",463CkQjx2Zk1yXoBuierM9,0
3437,The Other Side (from Trolls World Tour),"SZA, Justin Timberlake",463PQggkmk5tTw8ug0ahOX,0
3438,Rosa,J Balvin,464uJVLmr0fDJGXOnciaDe,0
3439,Toosie Slide,Drake,466cKvZn1j45IpxDdYZqdA,1
3440,Easy,Camila Cabello,46D0hYb1B7qiU33VtXt21W,0
3441,Lonesome Train,Stan Kenton,46DwQbCUzWr4bT0Uu2lDK8,2
3442,My Universe,"Coldplay, BTS",46HNZY1i7O6jwTA7Slo2PI,1
3443,Deja vu,"Prince Royce, Shakira",46HdsiK0uR26B2dY9QPzda,0
3444,Easy On Me,Adele,46IZ0fSY2mpAiktS3KOqds,1
3445,Sleigh Ride,The Ronettes,46UMwpkxyIwzqhsaONm4wf,0
3446,"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Varun Jain, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya",46hzNOUOAlivuCZZ0wE3zi,0
3447,Tal Vez,Paulo Londra,46lvmzK8wxAy66tjzXXSh0,1
3448,Chrome Heart Tags,Lil Uzi Vert,46mT9NR7N9Zf5MolcrBgE3,0
3449,Tell It To My Heart,"MEDUZA, Hozier",46nvQpUDsxpS08UTFOeKTA,2
3450,CORSO,"Tyler, The Creator",46oHvXwpEZOFX518we1nJD,2
3451,Major Distribution,"Drake, 21 Savage",46s57QULU02Voy0Kup6UEb,2
3452,LOCATION,"KAROL G, Anuel AA, J Balvin",478g4LSkyMB1PMkVOVmIaE,1
3453,IDK You Yet,Alexander 23,47EWMOElkkbMp5m9SBkx7d,0
3454,DÁKITI,"Bad Bunny, Jhayco",47EiUVwUp4C9fGccaPuUCS,0
3455,double take,Dhruv,47isJpIIO8m7BJEhiFhnaf,2
3456,Christmas (Baby Please Come Home),Darlene Love,47ohYW8e7dxCYn9qbUMBCI,2
3457,Rudolph The Red-Nosed Reindeer,Burl Ives,47otoIkhx3fkdivEXL5OB6,2
3458,pop ur shit,"21 Savage, Young Thug, Metro Boomin",47yD0e9MCRIB8dgUXPfyW3,0
3459,X ÚLTIMA VEZ,"Daddy Yankee, Bad Bunny",48AJSd42lXpicsGqcgopof,0
3460,Bala Love,"Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA",48Ll1C6qAnP2UjnopQDh4a,1
3461,No Lie,"Sean Paul, Dua Lipa",48QmG1dfvMuYLxMPt7KSRA,1
3462,The Kind of Love We Make,Luke Combs,48UKTR66uUOT9LaUvooTNx,1
3463,Wasting Time ( feat. Drake & The Neptunes ),"Brent Faiyaz, Drake, The Neptunes",48WidxP9CqyYtk97pwGZ3c,3
3464,The Truth Untold (feat. Steve Aoki),"BTS, Steve Aoki",48XfojJC87VKLlUotYV0Gm,1
3465,Why'd You Only Call Me When You're High?,Arctic Monkeys,48q0vSHcJdhK3IiXH8C5WJ,2
3466,Make You Mine,Madison Beer,48vIfHaK7by6x0T6ucpODL,1
3467,Explícale (feat. Bad Bunny),"Yandel, Bad Bunny",48yAM9xWBwT4Ac9G1y20rw,1
3468,Vaina Loca,"Ozuna, Manuel Turizo",48zFZh27QU5qsrBjn4C2FA,0
3469,Sugar,Maroon 5,494OU6M7NOf4ICYb4zWCf5,1
3470,All Night Parking (with Erroll Garner) Interlude,Adele,496vIKS2INz840xZaKncvR,2
3471,La noia,Angelina Mango,49R1F3rIdSzuPk7AcHi6d1,0
3472,Dime Si Te Acuerdas,Bad Bunny,49VSioK272TASR4r9vRTuP,0
3473,Antes de Perderte,Duki,49ev1nUTrNxbjm04jaoL5Z,0
3474,Lieben wir,Shirin David,49gzU1IS1B6P3GATSZ5eCE,2
3475,Super Gremlin,Kodak Black,4A8cWXxKfIL3lAyUDzXbCF,0
3476,Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),"Taylor Swift, Hayley Williams",4ABYxlb92WBIjHu7TIKmml,3
3477,WHAT TO DO? (feat. Don Toliver),"JACKBOYS, Travis Scott, Don Toliver",4AO1XhrgJczQ9bNVxdfKQe,1
3478,Look At Me!,XXXTENTACION,4ARPvK8DHLwt4oX65ZAFMw,2
3479,Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",4ASA1PZyWGbuc4d9N8OAcF,2
3480,Soon You’ll Get Better (feat. The Chicks),"Taylor Swift, The Chicks",4AYtqFyFbX0Xkc2wtcygTr,0
3481,Ferrari,"Eno, MERO",4AgK0CwpwcekXVdAoYB2VO,0
3482,Suncity (feat. Empress Of),"Khalid, Empress Of",4AhSkRYioEIfGvCV19peYN,0
3483,Quizas,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",4AjWbAwRpxk2worpjNH5CS,0
3484,00:00 (Zero O’Clock),BTS,4AlihYDqxXshKhvh5tnMfP,1
3485,Arjan Vailly,"Manan Bhardwaj, Bhupinder Babbal",4ApCig0GTR4IEp7Ijsyo3r,0
3486,ROCKSTAR (feat. Roddy Ricch) - BLM REMIX,"DaBaby, Roddy Ricch",4Aykm3xrOFSHrAnv80KUhh,0
3487,Two Ghosts,Harry Styles,4B1rpPmQXwj78wk6aIGwwU,1
3488,Behind Barz - Bonus,Drake,4B7fTyj1FIPvP9tT5X3DnR,2
3489,DNA,"KC Rebell, Summer Cem, Capital Bra",4BD9yUEFI07WaDJ381DDMq,1
3490,Scared To Live,The Weeknd,4BGZF4oLbTL0pWm7C18pbv,0
3491,Peace & Love,"Charlie Charles, Sfera Ebbasta, Ghali",4BGmYEDOK1swwoxTtfmVZD,0
3492,YAH.,Kendrick Lamar,4BHSjbYylfOH5WAGusDyni,2
3493,BBO (Bad Bitches Only),"Migos, 21 Savage",4BHzHISX21PYwGXiBEUQ70,1
3494,Send My Love (To Your New Lover),Adele,4BHzQ9C00ceJxfG16AlNWb,1
3495,Power (feat. Stormzy),"Little Mix, Stormzy",4BJ5T8ZZZ3UrPG7k0OVQrp,1
3496,Inner Child,BTS,4BKOjYosPhw334moS3wlbO,1
3497,Fortunate Son,Creedence Clearwater Revival,4BP3uh0hFLFRb5cjsgLqDh,2
3498,Hope,"The Chainsmokers, Winona Oak",4BiiOzZCrXEzHRLYcYFiD5,0
3499,Kokain,"Bonez MC, RAF Camora, Gzuz",4Bj3usjRTckEJARO0dLbDf,0
3500,Ponte Pa' Mi,"Justin Quiles, Misión: AVNGRS",4C6BlqqMwjFzOXzqpTeoWR,0
3501,Super Freaky Girl,Nicki Minaj,4C6Uex2ILwJi9sZXRdmqXp,2
3502,BAD!,XXXTENTACION,4CH66Rxcjcj3VBHwmIBj4T,2
3503,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),"Taylor Swift, Maren Morris",4CHpVfAhuxNJ3ibExe6kxO,1
3504,Tell Me U Luv Me (with Trippie Redd),"Juice WRLD, Trippie Redd",4CNcRgjGw1v9VQaTaytdnD,0
3505,Clueless (with Pop Smoke & Fivio Foreign),"Polo G, Pop Smoke, Fivio Foreign",4CPcZHzSvIBM8AKhdHUwnL,2
3506,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),"Taylor Swift, Chris Stapleton",4CkgMiMqZ5JzW9iYXSTMTL,1
3507,Baila Conmigo (feat. Kelly Ruiz),"Dayvi, Victor Cardenas, Kelly Ruíz",4Clmg1g8n2yBYG13Z1oSdG,0
3508,So What,BTS,4CvId64YZSB0RfRdfzPIQU,1
3509,Hollywood (feat. Diplo),"Sfera Ebbasta, Diplo",4CvW0iHAs7yJhbpnJ3NSnS,0
3510,Sie ruft,Apache 207,4CyCHkhRsDXUeP5K4Y3xjU,2
3511,"You're On Your Own, Kid",Taylor Swift,4D7BCuvgdJlYvlX5WlN54t,0
3512,Leaders (feat. NAV),"Lil Uzi Vert, NAV",4D7NrSeqkTarBrJ80b2sBc,0
3513,PURE/HONEY,Beyoncé,4DByEumlGTZKSzuVEZ35eo,1
3514,Ram Pam Pam,"NATTI NATASHA, Becky G",4DHDIdeayp8xvlyg22wREO,0
3515,Flowers,Miley Cyrus,4DHcnVTT87F0zZhRPYmZ3B,0
3516,Codeine Dreaming (feat. Lil Wayne),"Kodak Black, Lil Wayne",4DTpngLjoHj5gFxEZFeD3J,1
3517,Dissolve,Joji,4DYKah8mcZf0O4l9Gt7woU,0
3518,All I Want (For Christmas),Liam Payne,4Day5xkFhvHLwXykznyRLA,0
3519,Swing,Danny Ocean,4DbhxwlkhTbCTqlZptxmI6,2
3520,Live It Up - Official Song 2018 FIFA World Cup Russia,"Nicky Jam, Will Smith, Era Istrefi",4DnHUy01jEA4b5ydC3HgsT,0
3521,Play Date,Melanie Martinez,4DpNNXFMMxQEKl7r0ykkWA,0
3522,Tyler Herro,Jack Harlow,4DuUwzP4ALMqpquHU0ltAB,2
3523,As It Was,Harry Styles,4Dvkj6JhhA12EX05fT7y2e,2
3524,Perfect Strangers,Lil Wayne,4E3qImtJzRqLt8ZZyLceOE,1
3525,exes,Tate McRae,4E63weMCaNZuGPEFMnuEi8,2
3526,Todo Mundo Vai Sofrer - Ao Vivo,Marília Mendonça,4E6RdcCWMiHTu7zy1VTNDo,2
3527,Everyday,"Logic, Marshmello",4EAV2cKiqKP5UPZmY6dejk,0
3528,MÁS DE UNA CITA,"Bad Bunny, Zion & Lennox",4EJHKSnHENfjOxXWryyNtL,0
3529,Créeme,"KAROL G, Maluma",4EKZsrsCKyqr64FBHLc0DU,0
3530,Heartless,Kanye West,4EWCNWgDS8707fNSZ1oaA5,0
3531,Do You Hear What I Hear,Bing Crosby,4EZUcj7c8n9pWIwHqN0DoH,2
3532,People Pt.2 (feat. IU),"Agust D, IU",4EaQ0ouIydfeAgQUz284EF,0
3533,Like That (feat. Gucci Mane),"Doja Cat, Gucci Mane",4EivmOT13NMpNSfTKn9p4s,2
3534,Tempo,EXO,4EjUFjzi4ErWjklOA3Aslu,1
3535,Alfred - Interlude,Eminem,4EmunTy7kNBYQivOa8F6b8,2
3536,Playinwitme (feat. Kehlani),"KYLE, Kehlani",4F1yvJfQ7gJkrcgFJQDjOr,0
